03-05-2006
PERIODO ,      .75 
AMORTIGUAMIENTO ,            .05 
CONDICIONES INICIALES,      Xo = ,         0            , Vo = ,       0 
ELASTICO
SISMO --> ,   11  Chile                  Mar  3/85   Vi¤a del Mar                  N-S
TIEMPO seg,   AT (g) ,      ACE (g) ,     VEL (m/s),    DES (m),      FZA (1/W)
33.265,-.0100136,.1244267,.1055615,-1.864464E-02,-.1334352
33.27,-.0210673,.1199579,.1123165,-1.809996E-02,-.1295371
33.275,-.0285928,.1152076,.1193009,-1.752085E-02,-.1253926
33.28,-.0361489,.1102062,.1264106,-1.690696E-02,-.1209991
33.285,-.0471109,.1049341,.133728,-1.625659E-02,-.1163445
33.29,-.0519443,.1001007,.1411848,-1.556917E-02,-.1114248
33.295,-.051618,9.354459E-02,.1484673,-1.484529E-02,-.1062442
33.3,-.0570531,8.810949E-02,.1555867,-1.408499E-02,-.1008029
33.305,-.0634875,8.167508E-02,.162706,-1.328909E-02,-9.510686E-02
33.31,-.0631918,7.464822E-02,.1696457,-1.245789E-02,-8.915812E-02
33.315,-.060357,6.790061E-02,.176166,-1.159364E-02,-8.297288E-02
33.32,-.0616113,.0609683,.182317,-1.069712E-02,-7.655674E-02
33.325,-.0626514,5.383531E-02,.1881793,-9.770559E-03,-6.992555E-02
33.33,-.0614481,4.652437E-02,.1936835,-8.815524E-03,-.0630906
33.335,-.0608159,3.907112E-02,.1987767,-7.834747E-03,-5.607142E-02
33.34,-.0628859,3.146974E-02,.2035399,-6.828628E-03,-4.887086E-02
33.345,-.0569511,2.371983E-02,.2078318,-.0057997,-4.150706E-02
33.35,-.0436235,1.591115E-02,.2112673,-4.752096E-03,-3.400961E-02
33.355,-.0388716,8.098315E-03,.213879,-3.688746E-03,-2.639947E-02
33.36,-.0333957,2.352594E-04,.2158555,-2.613907E-03,-1.870711E-02
33.365,-.0241775,-7.629097E-03,.217086,-1.530973E-03,-1.095681E-02
33.37,-.0166724,-1.539947E-02,.2175227,-4.447367E-04,-3.182874E-03
33.375,-.0087594,-2.319146E-02,.2172,6.426232E-04,.0045991
33.38,-.0009279,-3.085473E-02,.2161122,1.726452E-03,.0123558
33.385,.0067709,-3.839529E-02,.2142722,2.802133E-03,.0200542
33.39,.014327,-4.579918E-02,.2116902,3.867572E-03,2.767929E-02
33.395,.0234841,-5.303549E-02,.2083394,4.918206E-03,3.519842E-02
33.4,.0281646,-6.006537E-02,.2042995,5.950263E-03,4.258461E-02
33.405,-.0119307,-6.689732E-02,.2007907,6.961753E-03,.0498236
33.41,-.0107886,-7.388472E-02,.1978956,7.958848E-03,5.695957E-02
33.415,-.0096465,-8.062854E-02,.1946077,8.940477E-03,6.398486E-02
33.42,-.008535,-8.721033E-02,.1909407,9.903976E-03,7.088039E-02
33.425,-.0074235,-9.362735E-02,.1868975,1.084893E-02,7.764318E-02
33.43,-.0062916,-9.986188E-02,.1824891,1.177274E-02,.0842547
33.435,-.00517,-.1059017,.1777245,1.267361E-02,9.070203E-02
33.44,-.0040789,-.1117308,.1726184,1.354913E-02,9.696789E-02
33.445,-.002947,-.117347,.1671733,1.439893E-02,.1030497
33.45,-.0017947,-.1227346,.1614023,1.522068E-02,.1089308
33.455,-.000622,-.1278829,.155316,1.601277E-02,.1145996
33.46,.0000408,-.1327783,.1489432,1.677312E-02,.1200412
33.465,.0022944,-.1374229,.1422601,1.750142E-02,.1252535
33.47,.0018967,-.1417901,.1353105,1.819558E-02,.1302214
33.475,-.0038443,-.1458924,.1283091,1.885423E-02,.1349352
33.48,-.0058736,-.1497689,.1212972,1.947842E-02,.1394024
33.485,-.0066587,-.1533767,.1141708,2.006727E-02,.1436166
33.49,-.0104725,-.1571905,.1069752,2.062025E-02,.1475742
33.495,-.0128688,-.1595868,9.978513E-02,2.113687E-02,.1512715
33.5,-.0146839,-.1626239,9.255957E-02,2.161786E-02,.1547139
33.505,-.0220055,-.1651842,8.542079E-02,2.206281E-02,.1578982
33.51,-.020017,-.1675256,7.829804E-02,2.247197E-02,.1608265
33.515,-.0103297,-.1695702,7.077598E-02,2.284497E-02,.163496
33.52,-.0112373,-.1704779,6.296623E-02,.0231794,.1658894
33.525,-9.819901E-03,-.1727152,5.506686E-02,2.347462E-02,.1680022
33.53,-.005119,-.1738512,4.694094E-02,2.372962E-02,.1698272
33.535,-.0024881,-.1746623,3.858128E-02,2.394354E-02,.1713582
33.54,.0018253,-.1751625,3.001917E-02,2.411518E-02,.1725866
33.545,.0052515,-.1753286,2.125763E-02,2.424337E-02,.173504
33.55,.0103603,-.1751658,1.228003E-02,2.432734E-02,.1741049
33.555,.0121652,-.1746534,3.149441E-03,2.436594E-02,.1743812
33.56,.006567,-.1738163,-5.855034E-03,2.435905E-02,.1743319
33.565,.0060775,-.172709,-1.465583E-02,2.430777E-02,.1739649
33.57,.0071992,-.1715873,-2.342419E-02,2.421254E-02,.1732834
33.575,.0046907,-.169538,-3.208078E-02,2.407366E-02,.1722894
33.58,.0032325,-.1675178,-.0405403,.023892,.1709893
33.585,.0018763,-.1652117,-4.881841E-02,2.366865E-02,.1693909
33.59,.0003671,-.1626264,-5.691262E-02,2.340418E-02,.1674981
33.595,-.0018865,-.1597733,-.0647812,2.309978E-02,.1653196
33.6,-.0042114,-.1566693,-7.238563E-02,2.275694E-02,.162866
33.605,-.0054657,-.1533189,-7.974982E-02,2.237642E-02,.1601427
33.61,-8.280099E-03,-.1497263,-8.684397E-02,2.195972E-02,.1571604
33.615,-9.972801E-03,-.1459166,-9.364609E-02,2.150828E-02,.1539297
33.62,-.0057308,-.1416745,-.1003082,2.102366E-02,.1504613
33.625,-.0034568,-.1376132,-.1069316,2.050542E-02,.1467524
33.63,-.0043134,-.1331104,-.1133797,1.995441E-02,.142809
33.635,-.0013052,-.1284162,-.1196502,1.937212E-02,.1386417
33.64,.0002651,-.1234937,-.125802,1.875829E-02,.1342486
33.645,-.0044868,-.1183719,-.1316295,1.811438E-02,.1296403
33.65,-.0069239,-.1131072,-.137026,1.744244E-02,.1248313
33.655,-.0067607,-.1076874,-.1421008,1.674489E-02,.1198392
33.66,-.0094528,-.1021025,-.1468477,.0160222,.1146671
33.665,-.0116452,-9.639685E-02,-.1511979,1.527677E-02,.1093322
33.67,-.0131951,-9.057915E-02,-.1551707,1.451111E-02,.1038526
33.675,-.0172944,-8.465081E-02,-.15872,1.372602E-02,9.823381E-02
33.68,-.0148369,-7.865261E-02,-.1619366,1.292413E-02,9.249491E-02
33.685,-.0063426,-7.254174E-02,-.1651248,1.210635E-02,8.664227E-02
33.69,-.0048029,-6.629536E-02,-.1682537,1.127327E-02,8.068008E-02
33.695,-.0026921,-5.997293E-02,-.1711662,1.042445E-02,7.460529E-02
33.7,.0024575,-5.356644E-02,-.1739447,9.561462E-03,.0684291
33.705,.0062305,-4.705981E-02,-.1766252,8.684794E-03,.062155
33.71,.0105031,-4.047969E-02,-.1791802,7.795723E-03,5.579212E-02
33.715,.013807,-3.381372E-02,-.1815982,6.893515E-03,4.933524E-02
33.72,.0168049,-2.708078E-02,-.1838421,5.979643E-03,4.279487E-02
33.725,.0204453,-2.029255E-02,-.1859156,5.055692E-03,3.618238E-02
33.73,.0238919,-1.343944E-02,-.18783,4.121058E-03,2.949343E-02
33.735,.0277465,-6.535689E-03,-.1895861,3.177254E-03,2.273885E-02
33.74,.028909,4.163148E-04,-.1911255,2.225153E-03,1.592489E-02
33.745,.0287968,7.382187E-03,-.1923484,1.266851E-03,9.066547E-03
33.75,.0326003,1.435825E-02,-.1933208,3.024067E-04,2.164252E-03
33.755,.0311319,2.136234E-02,-.1940077,-6.662948E-04,-4.768513E-03
33.76,.0250646,2.829901E-02,-.1941679,-1.636466E-03,-.0117118
33.765,.0239021,3.523224E-02,-.1938107,-2.606785E-03,-1.865614E-02
33.77,.0228722,4.209227E-02,-.1930616,-3.574334E-03,-2.558065E-02
33.775,.0188138,4.888599E-02,-.1918528,-4.537047E-03,-3.247057E-02
33.78,.0154487,5.556928E-02,-.1901329,-5.491692E-03,-3.930273E-02
33.785,.0201292,6.214714E-02,-.1881187,-6.437562E-03,-4.607209E-02
33.79,.0245242,6.866273E-02,-.186006,-7.373117E-03,-5.276764E-02
33.795,.0236676,7.508655E-02,-.1836645,-8.296934E-03,-5.937918E-02
33.8,.0262475,8.138224E-02,-.1810516,-9.208995E-03,-6.590658E-02
33.805,.0292353,8.757409E-02,-.178269,-1.010755E-02,-7.233734E-02
33.81,.0313563,9.365132E-02,-.1753109,-1.099177E-02,-.0786655
33.815,.0341503,9.959633E-02,-.1721808,-1.186009E-02,-8.487983E-02
33.82,.0373726,.1054198,-.1689073,-1.271305E-02,-9.098423E-02
33.825,.0395548,.1111142,-.1654839,-1.354927E-02,-9.696892E-02
33.83,.0428077,.1166661,-.161918,-.014368,-.1028283
33.835,.0465093,.1220775,-.1582566,-1.516803E-02,-.108554
33.84,.0410334,.1273548,-.1542867,-1.594978E-02,-.1141488
33.845,.0358634,.1324138,-.1498024,-1.671037E-02,-.1195921
33.85,.0364752,.1372581,-.1449671,-1.744698E-02,-.1248638
33.855,.0334161,.1419259,-.1398349,-1.815929E-02,-.1299617
33.86,.0297859,.1463625,-.1343153,-1.884498E-02,-.134869
33.865,.0270123,.1505598,-.128427,-1.950212E-02,-.139572
33.87,.0241469,.1545108,-.1222054,-2.012849E-02,-.1440548
33.875,.0213834,.1582078,-.1156534,-.0207234,-.1483124
33.88,.0183651,.1616385,-.1087849,-2.128475E-02,-.1523298
33.885,.0153977,.1647883,-.1016137,-2.181058E-02,-.1560931
33.89,.0126751,.1676536,-9.415002E-02,-2.230021E-02,-.1595972
33.895,.0102583,.1702247,-8.642698E-02,-2.275185E-02,-.1628295
33.9,.0053943,.1724955,-7.840668E-02,-2.316417E-02,-.1657804
33.905,.0074133,.1745145,-7.021766E-02,-2.353552E-02,-.1684381
33.91,.0158668,.1761031,-6.219074E-02,-2.386647E-02,-.1708066
33.915,.0168661,.1771024,-5.433215E-02,-2.415784E-02,-.1728919
33.92,.0183753,.1786116,-4.647956E-02,-2.440974E-02,-.1746946
33.925,.0239021,.1795169,-3.873431E-02,-2.462272E-02,-.1762189
33.93,.0257274,.1801257,-3.113221E-02,-.0247974,-.1774691
33.935,.0257478,.1801461,-2.355994E-02,-2.493416E-02,-.1784478
33.94,.0283583,.1805214,-1.604822E-02,-2.503308E-02,-.1791558
33.945,.0300816,.1803301,-8.632526E-03,-2.509475E-02,-.1795972
33.95,.032223,.1798822,-1.327275E-03,-2.511961E-02,-.179775
33.955,.0334161,.1791877,5.868195E-03,-2.510821E-02,-.1796935
33.96,.0267879,.1782443,1.315122E-02,-2.506081E-02,-.1793542
33.965,.0228111,.1769925,2.064603E-02,-2.497635E-02,-.1787498
33.97,.0222196,.1754658,2.818473E-02,-2.485423E-02,-.1778758
33.975,.0182019,.1736842,3.574955E-02,-2.469453E-02,-.1767328
33.98,.0145208,.1716114,4.341442E-02,-2.449661E-02,-.1753164
33.985,.0109314,.1692577,5.114903E-02,-2.426017E-02,-.1736243
33.99,.0070564,.1666217,5.894432E-02,-2.398491E-02,-.1716543
33.995,.0039973,.1635626,6.676403E-02,-2.367081E-02,-.1694063
34,-.0009993,.1605047,7.463725E-02,-2.331727E-02,-.1668761
34.005,-.0029776,.1570103,8.252083E-02,-2.292426E-02,-.1640635
34.01,.0013664,.1532526,9.016273E-02,-2.249262E-02,-.1609743
34.015,.0010503,.1492752,9.752201E-02,-2.202324E-02,-.157615
34.02,.0000714,.1450424,.1047117,-2.151748E-02,-.1539954
34.025,.0015398,.1405678,.1116759,-2.097627E-02,-.1501222
34.03,-.0012135,.1358841,.1184419,-2.040125E-02,-.1460069
34.035,-.0028042,.1309548,.1250838,-1.979224E-02,-.1416483
34.04,-.0029062,.125808,.1315201,-1.915049E-02,-.1370555
34.045,-.004293,.1204647,.137731,-1.847765E-02,-.1322401
34.05,-.005843,.1149123,.1437514,-1.777371E-02,-.1272022
34.055,-.0073318,.1091649,.1495693,-1.704017E-02,-.1219524
34.06,-.0062203,.1032315,.1551099,-1.627816E-02,-.1164989
34.065,-.0051598,9.714676E-02,.1602987,-1.548993E-02,-.1108577
34.07,-.0058124,9.090806E-02,.1651792,-1.467595E-02,-.1050323
34.075,-.0053229,8.451927E-02,.1697541,-1.383829E-02,-9.903737E-02
34.08,-.005119,7.800469E-02,.1739955,-.0129786,-9.288474E-02
34.085,-.0038443,7.137709E-02,.1778755,-1.209924E-02,-.0865914
34.09,-.0046499,6.464835E-02,.1814193,-1.120069E-02,-8.016069E-02
34.095,-.0100136,5.781806E-02,.184782,-1.028497E-02,-7.360703E-02
34.1,-.0122264,5.086957E-02,.1879902,-9.35345E-03,-6.694041E-02
34.105,-.0134908,.0438327,.1909431,-8.405797E-03,-6.015828E-02
34.11,-.0170497,3.672187E-02,.1936673,-7.443993E-03,-5.327488E-02
34.115,-.0194154,2.952624E-02,.1961861,-6.469053E-03,-4.629746E-02
34.12,-.0229538,2.227356E-02,.1984935,-5.48282E-03,-3.923923E-02
34.125,-.0254725,1.494887E-02,.2005938,-4.48479E-03,-3.209657E-02
34.13,-.0220565,7.57597E-03,.2023116,-3.477091E-03,-2.488471E-02
34.135,-.0206798,2.162009E-04,.2035497,-2.462817E-03,-1.762579E-02
34.14,-.0219137,-7.154186E-03,.2044241,-1.442539E-03,-1.032391E-02
34.145,-.0204657,-1.453096E-02,.2049315,-4.187513E-04,-2.996903E-03
34.15,-.019293,-2.185443E-02,.2050142,6.065057E-04,4.340616E-03
34.155,-.0184263,-2.917367E-02,.2046881,1.630366E-03,1.166814E-02
34.16,-.0173454,-3.642577E-02,.2039567,2.652367E-03,1.898235E-02
34.165,-.0162645,-4.360909E-02,.2028183,3.66969E-03,.0262631
34.17,-.0152652,-5.070455E-02,.2012799,4.679546E-03,3.349039E-02
34.175,-.0144188,-5.770975E-02,.1993493,5.681493E-03,4.066109E-02
34.18,-.0126547,-6.460664E-02,.1970137,6.672789E-03,4.775556E-02
34.185,-.0134399,-.0713741,.1943191,7.651452E-03,5.475962E-02
34.19,-.0166214,-7.801617E-02,.1913952,8.61528E-03,.0616575
34.195,-.0170395,-8.454712E-02,.1882342,9.56468E-03,6.845213E-02
34.2,-.0177839,-9.092761E-02,.1847852,1.049754E-02,7.512841E-02
34.205,-.0194664,-9.715725E-02,.1810865,1.141251E-02,8.167661E-02
34.21,-.0207716,-.1032295,.1771623,1.230774E-02,8.808354E-02
34.215,-.0231272,-.1091411,.1730311,1.318348E-02,9.435103E-02
34.22,-.0208328,-.1148898,.1686154,1.403794E-02,.1004662
34.225,-.0168457,-.1204248,.1637727,1.486865E-02,.1064114
34.23,-.0167845,-.1257389,.158561,1.567477E-02,.1121806
34.235,-.0153059,-.1308491,.1530559,1.645411E-02,.1177581
34.24,-.0127668,-.1357259,.1472074,1.720508E-02,.1231327
34.245,-.0111863,-.1403505,.1410295,1.792541E-02,.1282878
34.25,-.008637,-.1447288,.134525,1.861458E-02,.1332201
34.255,-.0074133,-.1488375,.1277198,1.927044E-02,.1379139
34.26,-.0079232,-.1526765,.1207075,1.989124E-02,.1423568
34.265,-.0069137,-.1562553,.1134958,2.047696E-02,.1465487
34.27,-.0084432,-.1595498,.1061282,2.102618E-02,.1504793
34.275,-.010911,-.1620176,9.871738E-02,.0215384,.1541452
34.28,-.0111557,-.1653439,9.123669E-02,2.201309E-02,.1575424
34.285,-.0126445,-.1678207,.0836505,2.245042E-02,.1606723
34.29,-.0143168,-.169493,7.604008E-02,2.284973E-02,.1635301
34.295,-.0156424,-.1719598,6.840751E-02,2.321067E-02,.1661132
34.3,-.0174269,-.1737444,6.074111E-02,2.353361E-02,.1684245
34.305,-.0183039,-.1746214,5.307472E-02,2.381822E-02,.1704613
34.31,-.0183651,-.1761028,.0453735,2.406442E-02,.1722233
34.315,-.0193644,-.1771021,3.764336E-02,2.427185E-02,.1737078
34.32,-.0203331,-.1780708,2.990731E-02,2.444076E-02,.1749167
34.325,-.0209144,-.1777427,2.219357E-02,2.457102E-02,.1758489
34.33,-.0210265,-.1778548,1.450213E-02,2.466278E-02,.1765056
34.335,-.0231476,-.1774691,6.877972E-03,2.471615E-02,.1768876
34.34,-.0218729,-.1761945,-6.905316E-04,2.473162E-02,.1769983
34.345,-.0135316,-.1761326,-8.462062E-03,.0247089,.1768357
34.35,-.0101054,-.174987,-1.648642E-02,2.464661E-02,.1763899
34.355,-.0081679,-.1730495,-2.457283E-02,2.454394E-02,.1756551
34.36,-.0027226,-.1718409,-3.276312E-02,2.440066E-02,.1746297
34.365,.0014072,-.1698012,-4.110857E-02,2.421598E-02,.173308
34.37,.0059347,-.1674592,-4.955241E-02,.0239895,.1716871
34.375,.0106662,-.1648018,-5.810716E-02,2.372034E-02,.1697608
34.38,.0123794,-.1618279,-6.668185E-02,2.340827E-02,.1675274
34.385,.0139803,-.1585641,-7.517835E-02,2.305378E-02,.1649904
34.39,.0178042,-.1547402,-8.364058E-02,2.265665E-02,.1621482
34.395,.0204657,-.151135,-9.207966E-02,2.221723E-02,.1590034
34.4,.0205575,-.1469721,-.1003958,2.173586E-02,.1555584
34.405,.0210164,-.142543,-.1085085,2.121381E-02,.1518221
34.41,.0228518,-.13784,-.1164597,2.065121E-02,.1477958
34.415,.023739,-.1328643,-.1242404,2.004924E-02,.1434876
34.42,.024463,-.1276379,-.1318046,1.940939E-02,.1389084
34.425,.0256255,-.1221604,-.1391584,1.873175E-02,.1340587
34.43,.0261047,-.1164411,-.1462779,.0180179,.1289498
34.435,.0275221,-.1104958,-.1531578,1.726906E-02,.1235905
34.44,.030826,-.1043303,-.1598515,1.648691E-02,.1179929
34.445,.0328349,-9.793093E-02,-.1663724,1.567108E-02,.1121542
34.45,.034395,-9.132406E-02,-.1726619,1.482321E-02,.1060862
34.455,.0369239,-8.451923E-02,-.1787227,1.394448E-02,9.979728E-02
34.46,.0391979,-7.752273E-02,-.1845585,1.303668E-02,9.330037E-02
34.465,.041533,-7.033692E-02,-.190164,1.209957E-02,8.659373E-02
34.47,.0430626,-6.297536E-02,-.1955075,1.113507E-02,7.969101E-02
34.475,.0471313,-5.546027E-02,-.2006196,1.014522E-02,7.260693E-02
34.48,.0470497,-4.776816E-02,-.2054604,9.129647E-03,.0653387
34.485,.0382598,-3.995252E-02,-.2097034,8.091176E-03,5.790661E-02
34.49,.0354555,-3.209024E-02,-.2132777,7.03328E-03,.0503355
34.495,.0345888,-2.414604E-02,-.216372,5.959566E-03,4.265118E-02
34.5,.0295004,-1.612516E-02,-.2189311,4.870808E-03,3.485921E-02
34.505,.0253705,-.0080894,-.2208704,3.77082E-03,2.698686E-02
34.51,.0220157,-4.980128E-05,-.2222309,2.663443E-03,1.906163E-02
34.515,.0202924,.0079888,-.2230737,1.549744E-03,1.109115E-02
34.52,.0162645,.0159832,-.2233823,4.331195E-04,3.099733E-03
34.525,.0120428,2.397987E-02,-.2230965,-6.835658E-04,-4.892117E-03
34.53,.0184365,3.186913E-02,-.2224749,-1.796913E-03,-1.286008E-02
34.535,.024259,3.976019E-02,-.2217654,-2.907793E-03,-2.081038E-02
34.54,.0237492,4.761401E-02,-.2208,-4.014614E-03,-2.873163E-02
34.545,.0272366,5.536994E-02,-.2195259,-5.114911E-03,-.0366062
34.55,.0315908,6.307434E-02,-.218064,-6.209188E-03,-4.443768E-02
34.555,.0346398,7.071164E-02,-.2164074,-7.295693E-03,-5.221353E-02
34.56,.0371075,7.826343E-02,-.2145137,-8.373329E-03,-5.992592E-02
34.565,.0396772,8.571482E-02,-.2123771,-9.44007E-03,-6.756032E-02
34.57,.0432666,9.307118E-02,-.2100269,-1.049638E-02,-7.512011E-02
34.575,.045306,.100327,-.2074564,-1.154042E-02,-8.259203E-02
34.58,.0477431,.1074609,-.2046428,-1.257098E-02,-8.996753E-02
34.585,.0482224,.1144662,-.2015563,-1.358606E-02,-9.723217E-02
34.59,.0390143,.1213289,-.1979134,-1.458527E-02,-.1043833
34.595,.0328043,.1279571,-.1935616,-1.556443E-02,-.1113909
34.6,.0312543,.1343672,-.1887034,-1.651973E-02,-.1182278
34.605,.0250136,.1405797,-.183341,-.0174503,-.1248876
34.61,.0191605,.1465264,-.1773839,-1.835254E-02,-.1313448
34.615,.0138783,.1522016,-.1708687,-1.922358E-02,-.1375786
34.62,.0081067,.1575862,-.1638166,-2.006007E-02,-.1435651
34.625,.0029776,.1626653,-.1562352,-2.086058E-02,-.1492941
34.63,-.0033447,.1674236,-.1481318,-2.162188E-02,-.1547426
34.635,-.0085248,.1718304,-.1395282,-2.234083E-02,-.159888
34.64,-.0079742,.1758875,-.1305969,-2.301636E-02,-.1647226
34.645,-.0093916,.1796217,-.1214533,-2.364673E-02,-.169234
34.65,-.0133277,.1829986,-.1120041,-2.423064E-02,-.1734129
34.655,.0646704,.1859929,-.1042207,-2.476938E-02,-.1772685
34.66,.0678927,.1892152,-9.827058E-02,-2.527571E-02,-.1808922
34.665,.0684128,.1921897,-9.226029E-02,-2.575219E-02,-.1843023
34.67,.0700341,.1948568,-8.616881E-02,-2.619804E-02,-.1874931
34.675,.0718798,.1967025,-8.004704E-02,-2.661367E-02,-.1904677
34.68,.0742047,.1990274,-7.392527E-02,-2.699868E-02,-.1932231
34.685,.0757853,.2015518,-6.778036E-02,-2.735304E-02,-.1957592
34.69,.0721857,.2033369,-6.148506E-02,-2.767614E-02,-.1980715
34.695,.0705848,.2048601,-5.497631E-02,-2.796742E-02,-.2001561
34.7,.0705644,.2061399,-4.835907E-02,-2.822584E-02,-.2020056
34.705,.0691877,.2071806,-4.165066E-02,-2.845096E-02,-.2036167
34.71,.0682598,.2079658,-3.484616E-02,-2.864213E-02,-.2049849
34.715,.0598267,.208501,-2.777454E-02,-.0287989,-.2061069
34.72,.0515161,.2087203,-2.027383E-02,-2.891922E-02,-.206968
34.725,.0481306,.2086291,-1.248911E-02,-2.900115E-02,-.2075543
34.73,.0416044,.2082549,-4.46681E-03,-2.904368E-02,-.2078587
34.735,.0344868,.2075556,3.863742E-03,-2.904532E-02,-.2078704
34.74,.0286948,.206525,1.246844E-02,-2.900457E-02,-.2075788
34.745,.0216792,.2051674,2.132188E-02,-2.892026E-02,-.2069754
34.75,.0145513,.203461,3.045377E-02,-.0287909,-.2060496
34.755,.0145106,.2014008,3.966909E-02,-2.861552E-02,-.2047944
34.76,.0143168,.1990407,.0487748,-2.839448E-02,-.2032125
34.765,.0095547,.1963641,5.788549E-02,-2.812782E-02,-.2013041
34.77,.0074541,.1942635,6.704731E-02,-2.781542E-02,-.1990683
34.775,.006567,.1899943,7.612621E-02,-2.745734E-02,-.1965056
34.78,.003671,.1870983,8.511531E-02,-2.705446E-02,-.1936223
34.785,-.0016519,.1817754,9.411126E-02,-.0266063,-.1904149
34.79,-.0051496,.1782777,.1031072,-2.611315E-02,-.1868856
34.795,-.0080354,.1734612,.112049,-2.557551E-02,-.1830378
34.8,-.0123284,.1691681,.1209503,-2.499289E-02,-.1788681
34.805,-.0159178,.163287,.1297953,-2.436584E-02,-.1743805
34.81,-.020272,.1577388,.1385549,-.0236948,-.169578
34.815,-.0234841,.1518851,.1472139,-2.298072E-02,-.1644675
34.82,-.0241469,.1457337,.15568,-2.222321E-02,-.1590462
34.825,-.0260639,.139314,.1639012,-2.142399E-02,-.1533264
34.83,-.0300714,.1326204,.1719461,-2.058414E-02,-.1473158
34.835,-.0342421,.1256537,.1798505,-1.970508E-02,-.1410245
34.84,-.0371687,.118413,.1875866,-.0187862,-.1344483
34.845,-.040187,.1109209,.1951072,-1.782917E-02,-.1275991
34.85,-.0439192,.1031887,.2024144,-1.683583E-02,-.12049
34.855,-.0473148,9.520809E-02,.2095167,-1.580569E-02,-.1131175
34.86,-.0508736,8.699791E-02,.2163925,-1.474059E-02,-.1054949
34.865,-.053994,7.856537E-02,.223024,-1.364171E-02,-9.763044E-02
34.87,-.0581034,6.993067E-02,.2294093,-1.251115E-02,-8.953933E-02
34.875,-.0612544,6.108177E-02,.2355489,-1.134839E-02,-8.121774E-02
34.88,-.0593679,5.204482E-02,.2412808,-1.015584E-02,-7.268292E-02
34.885,-.0592047,4.287763E-02,.2465121,-8.936838E-03,-6.395882E-02
34.89,-.0613053,3.355958E-02,.2513416,-7.69179E-03,-.0550483
34.895,-.0610096,2.410021E-02,.2557549,-6.423579E-03,-4.597202E-02
34.9,-.0612544,1.453838E-02,.2597006,-5.134474E-03,-.0367462
34.905,-.0613257,4.888927E-03,.2631802,-3.827795E-03,-2.739461E-02
34.91,-.061081,-4.84336E-03,.266183,-.0025039,-1.791981E-02
34.915,-.064599,-1.463159E-02,.2687873,-1.166061E-03,-8.345217E-03
34.92,-.0679845,-2.448255E-02,.2710776,1.829922E-04,1.309631E-03
34.925,-6.914701E-02,-3.438982E-02,.2729967,1.543647E-03,1.104751E-02
34.93,-.0713393,-4.431602E-02,.2745116,2.912868E-03,.0208467
34.935,-.0746942,-5.425967E-02,.2756754,4.288765E-03,3.069366E-02
34.94,-.076805,-6.420668E-02,.2764848,5.668567E-03,4.056858E-02
34.945,-.0745718,-7.411856E-02,.2768048,7.052334E-03,5.047187E-02
34.95,-.0736031,-8.402817E-02,.2765603,8.436265E-03,6.037633E-02
34.955,-.074888,-9.384787E-02,.2758397,9.817735E-03,7.026318E-02
34.96,-.0749797,-.1035967,.274674,1.119346E-02,8.010892E-02
34.965,-.0705848,-.1132596,.2729258,1.256304E-02,8.991066E-02
34.97,-.0646704,-.1227782,.2704544,.0139221,9.963711E-02
34.975,-.062631,-.1321197,.2673279,1.526604E-02,.1092554
34.98,-.0591333,-.1413085,.2636088,1.659393E-02,.1187588
34.985,-.054667,-.1502968,.2592487,1.790163E-02,.1281177
34.99,-.0510878,-.1590589,.254256,1.918592E-02,.137309
34.995,-.0462849,-.1675761,.2486383,2.044273E-02,.1463038
35,-.0442251,-.1758288,.2424369,2.167089E-02,.1550934
35.005,-.0447146,-.1838145,.2357987,2.286689E-02,.1636529
35.01,-.0421143,-.1915255,.2287293,2.402778E-02,.1719611
35.015,-.0400748,-.1989303,.22117,2.515296E-02,.1800138
35.02,-.0394018,-.2060188,.2131888,2.623925E-02,.1877881
35.025,-.0352618,-.2127863,.2047499,2.728455E-02,.195269
35.03,-.0313359,-.2191842,.1957971,2.828557E-02,.2024331
35.035,-.0292557,-.2252155,.1863854,.0292414,.2092737
35.04,-.0259722,-.2308742,.1765555,3.014913E-02,.2157701
35.045,-.0225663,-.2361298,.1663018,3.100598E-02,.2219024
35.05,-.0195378,-.2409791,.1556346,3.181115E-02,.2276648
35.055,-.0157342,-.2454086,.1445725,.032562,.2330384
35.06,-.0137356,-.2493995,.1331615,.0332566,.2380096
35.065,-.0133481,-.2529545,.1215159,3.389303E-02,.2425643
35.07,-.0111353,-.2560802,.1096338,3.447114E-02,.2467017
35.075,-.0089633,-.2587501,9.750202E-02,3.498918E-02,.2504092
